2025-07-17 10:39:46 | INFO | app.core.middleware:dispatch:55 - 开始请求: OPTIONS http://127.0.0.1:8000/api/v1/staffs/me
2025-07-17 10:40:57 | INFO | app.core.middleware:dispatch:63 - 完成请求: GET http://127.0.0.1:8000/api/v1/staffs/me - 状态码: 200 - 耗时: 0.3682秒
2025-07-17 10:40:59 | INFO | app.core.middleware:dispatch:55 - 开始请求: GET http://127.0.0.1:8000/api/v1/evidences/with-cases?skip=0&limit=20
2025-07-17 10:40:59 | INFO | app.core.middleware:dispatch:63 - 完成请求: GET http://127.0.0.1:8000/api/v1/evidences/with-cases?skip=0&limit=20 - 状态码: 200 - 耗时: 0.1201秒
2025-07-17 10:40:59 | INFO | app.core.middleware:dispatch:55 - 开始请求: GET http://127.0.0.1:8000/api/v1/evidences/with-cases?skip=0&limit=20
2025-07-17 10:40:59 | INFO | app.core.middleware:dispatch:63 - 完成请求: GET http://127.0.0.1:8000/api/v1/evidences/with-cases?skip=0&limit=20 - 状态码: 200 - 耗时: 0.0554秒
2025-07-17 13:12:57 | INFO | app.core.middleware:dispatch:55 - 开始请求: OPTIONS http://127.0.0.1:8000/api/v1/staffs/me
2025-07-17 13:12:57 | INFO | app.core.middleware:dispatch:63 - 完成请求: OPTIONS http://127.0.0.1:8000/api/v1/staffs/me - 状态码: 200 - 耗时: 0.0171秒
2025-07-17 13:12:57 | INFO | app.core.middleware:dispatch:55 - 开始请求: GET http://127.0.0.1:8000/api/v1/staffs/me
2025-07-17 13:12:58 | INFO | app.core.middleware:dispatch:63 - 完成请求: GET http://127.0.0.1:8000/api/v1/staffs/me - 状态码: 200 - 耗时: 0.4399秒
2025-07-17 13:12:59 | INFO | app.core.middleware:dispatch:55 - 开始请求: OPTIONS http://127.0.0.1:8000/api/v1/evidences/with-cases?skip=0&limit=20
2025-07-17 13:12:59 | INFO | app.core.middleware:dispatch:55 - 开始请求: OPTIONS http://127.0.0.1:8000/api/v1/evidences/with-cases?skip=0&limit=20
2025-07-17 13:12:59 | INFO | app.core.middleware:dispatch:63 - 完成请求: OPTIONS http://127.0.0.1:8000/api/v1/evidences/with-cases?skip=0&limit=20 - 状态码: 200 - 耗时: 0.0009秒
2025-07-17 13:12:59 | INFO | app.core.middleware:dispatch:63 - 完成请求: OPTIONS http://127.0.0.1:8000/api/v1/evidences/with-cases?skip=0&limit=20 - 状态码: 200 - 耗时: 0.0009秒
2025-07-17 13:12:59 | INFO | app.core.middleware:dispatch:55 - 开始请求: GET http://127.0.0.1:8000/api/v1/evidences/with-cases?skip=0&limit=20
2025-07-17 13:12:59 | INFO | app.core.middleware:dispatch:63 - 完成请求: GET http://127.0.0.1:8000/api/v1/evidences/with-cases?skip=0&limit=20 - 状态码: 200 - 耗时: 0.1077秒
2025-07-17 13:12:59 | INFO | app.core.middleware:dispatch:55 - 开始请求: GET http://127.0.0.1:8000/api/v1/evidences/with-cases?skip=0&limit=20
2025-07-17 13:12:59 | INFO | app.core.middleware:dispatch:63 - 完成请求: GET http://127.0.0.1:8000/api/v1/evidences/with-cases?skip=0&limit=20 - 状态码: 200 - 耗时: 0.0887秒
2025-07-17 13:13:10 | INFO | app.core.middleware:dispatch:55 - 开始请求: OPTIONS http://127.0.0.1:8000/api/v1/evidences/5
2025-07-17 13:13:10 | INFO | app.core.middleware:dispatch:63 - 完成请求: OPTIONS http://127.0.0.1:8000/api/v1/evidences/5 - 状态码: 200 - 耗时: 0.0020秒
2025-07-17 13:13:10 | INFO | app.core.middleware:dispatch:55 - 开始请求: DELETE http://127.0.0.1:8000/api/v1/evidences/5
2025-07-17 13:13:11 | INFO | app.core.middleware:dispatch:63 - 完成请求: DELETE http://127.0.0.1:8000/api/v1/evidences/5 - 状态码: 204 - 耗时: 0.9874秒
2025-07-17 13:13:11 | INFO | app.core.middleware:dispatch:55 - 开始请求: GET http://127.0.0.1:8000/api/v1/evidences/with-cases?skip=0&limit=20
2025-07-17 13:13:11 | INFO | app.core.middleware:dispatch:63 - 完成请求: GET http://127.0.0.1:8000/api/v1/evidences/with-cases?skip=0&limit=20 - 状态码: 200 - 耗时: 0.0686秒
2025-07-17 13:35:38 | INFO | app.core.middleware:dispatch:55 - 开始请求: OPTIONS http://127.0.0.1:8000/api/v1/staffs/me
2025-07-17 13:35:38 | INFO | app.core.middleware:dispatch:63 - 完成请求: OPTIONS http://127.0.0.1:8000/api/v1/staffs/me - 状态码: 200 - 耗时: 0.0267秒
2025-07-17 13:35:38 | INFO | app.core.middleware:dispatch:55 - 开始请求: GET http://127.0.0.1:8000/api/v1/staffs/me
2025-07-17 13:35:40 | INFO | app.core.middleware:dispatch:63 - 完成请求: GET http://127.0.0.1:8000/api/v1/staffs/me - 状态码: 200 - 耗时: 1.5713秒
2025-07-17 13:35:54 | INFO | app.core.middleware:dispatch:55 - 开始请求: GET http://127.0.0.1:8000/api/v1/staffs/me
2025-07-17 13:35:54 | INFO | app.core.middleware:dispatch:63 - 完成请求: GET http://127.0.0.1:8000/api/v1/staffs/me - 状态码: 200 - 耗时: 0.1638秒
2025-07-17 13:37:10 | INFO | app.core.middleware:dispatch:55 - 开始请求: OPTIONS http://127.0.0.1:8000/api/v1/evidences/with-cases?skip=0&limit=20
2025-07-17 13:37:10 | INFO | app.core.middleware:dispatch:55 - 开始请求: OPTIONS http://127.0.0.1:8000/api/v1/evidences/with-cases?skip=0&limit=20
2025-07-17 13:37:10 | INFO | app.core.middleware:dispatch:63 - 完成请求: OPTIONS http://127.0.0.1:8000/api/v1/evidences/with-cases?skip=0&limit=20 - 状态码: 200 - 耗时: 0.0066秒
2025-07-17 13:37:10 | INFO | app.core.middleware:dispatch:63 - 完成请求: OPTIONS http://127.0.0.1:8000/api/v1/evidences/with-cases?skip=0&limit=20 - 状态码: 200 - 耗时: 0.0031秒
2025-07-17 13:37:10 | INFO | app.core.middleware:dispatch:55 - 开始请求: GET http://127.0.0.1:8000/api/v1/evidences/with-cases?skip=0&limit=20
2025-07-17 13:37:10 | INFO | app.core.middleware:dispatch:63 - 完成请求: GET http://127.0.0.1:8000/api/v1/evidences/with-cases?skip=0&limit=20 - 状态码: 200 - 耗时: 0.1721秒
2025-07-17 13:37:10 | INFO | app.core.middleware:dispatch:55 - 开始请求: GET http://127.0.0.1:8000/api/v1/evidences/with-cases?skip=0&limit=20
2025-07-17 13:37:10 | INFO | app.core.middleware:dispatch:63 - 完成请求: GET http://127.0.0.1:8000/api/v1/evidences/with-cases?skip=0&limit=20 - 状态码: 200 - 耗时: 0.0780秒
2025-07-17 13:37:12 | INFO | app.core.middleware:dispatch:55 - 开始请求: OPTIONS http://127.0.0.1:8000/api/v1/cases?skip=0&limit=100
2025-07-17 13:37:12 | INFO | app.core.middleware:dispatch:63 - 完成请求: OPTIONS http://127.0.0.1:8000/api/v1/cases?skip=0&limit=100 - 状态码: 200 - 耗时: 0.0003秒
2025-07-17 13:37:12 | INFO | app.core.middleware:dispatch:55 - 开始请求: GET http://127.0.0.1:8000/api/v1/cases?skip=0&limit=100
2025-07-17 13:37:12 | INFO | app.core.middleware:dispatch:63 - 完成请求: GET http://127.0.0.1:8000/api/v1/cases?skip=0&limit=100 - 状态码: 307 - 耗时: 0.0012秒
2025-07-17 13:37:12 | INFO | app.core.middleware:dispatch:55 - 开始请求: OPTIONS http://127.0.0.1:8000/api/v1/cases/?skip=0&limit=100
2025-07-17 13:37:12 | INFO | app.core.middleware:dispatch:63 - 完成请求: OPTIONS http://127.0.0.1:8000/api/v1/cases/?skip=0&limit=100 - 状态码: 200 - 耗时: 0.0004秒
2025-07-17 13:37:12 | INFO | app.core.middleware:dispatch:55 - 开始请求: GET http://127.0.0.1:8000/api/v1/cases/?skip=0&limit=100
2025-07-17 13:37:12 | INFO | app.core.middleware:dispatch:63 - 完成请求: GET http://127.0.0.1:8000/api/v1/cases/?skip=0&limit=100 - 状态码: 200 - 耗时: 0.1096秒
2025-07-17 13:37:34 | INFO | app.core.middleware:dispatch:55 - 开始请求: OPTIONS http://127.0.0.1:8000/api/v1/evidences/batch
2025-07-17 13:37:34 | INFO | app.core.middleware:dispatch:63 - 完成请求: OPTIONS http://127.0.0.1:8000/api/v1/evidences/batch - 状态码: 200 - 耗时: 0.0014秒
2025-07-17 13:37:34 | INFO | app.core.middleware:dispatch:55 - 开始请求: POST http://127.0.0.1:8000/api/v1/evidences/batch
2025-07-17 13:37:34 | INFO | app.evidences.routers:batch_create_evidences:106 - 接收批量创建证据请求: 案件ID=3, 文件数量=2
2025-07-17 13:37:34 | DEBUG | app.evidences.routers:batch_create_evidences:117 - 文件1: 名称=5.jpg, 内容类型=image/jpeg, 大小=195296
2025-07-17 13:37:34 | DEBUG | app.evidences.routers:batch_create_evidences:117 - 文件2: 名称=发票.png, 内容类型=image/png, 大小=181542
2025-07-17 13:37:34 | DEBUG | app.evidences.routers:batch_create_evidences:129 - 案件存在: ID=3, 名称=王伟 vs 李贞贞
2025-07-17 13:37:34 | INFO | app.evidences.routers:batch_create_evidences:133 - 开始批量创建证据: 案件ID=3, 文件数量=2
2025-07-17 13:37:34 | INFO | app.evidences.services:batch_create:189 - 开始批量创建证据: 案件ID=3, 文件数量=2
2025-07-17 13:37:34 | DEBUG | app.evidences.services:batch_create:194 - 处理第1个文件: 5.jpg, 大小: 195296
2025-07-17 13:37:34 | DEBUG | app.evidences.services:upload_file:37 - 开始上传文件: 5.jpg
2025-07-17 13:37:34 | DEBUG | app.evidences.services:upload_file:42 - 文件扩展名: jpg
2025-07-17 13:37:34 | DEBUG | app.evidences.services:upload_file:55 - 存储文件夹: images
2025-07-17 13:37:34 | DEBUG | app.evidences.services:upload_file:61 - 文件大小: 195296 字节
2025-07-17 13:37:34 | DEBUG | app.evidences.services:upload_file:72 - 开始上传文件到COS: 5.jpg, disposition=inline
2025-07-17 13:37:34 | DEBUG | app.integrations.cos:upload_file:39 - COS服务开始上传文件: 5.jpg, 文件夹: images
2025-07-17 13:37:34 | DEBUG | app.integrations.cos:upload_file:57 - 文件大小: 195296 字节
2025-07-17 13:37:34 | DEBUG | app.integrations.cos:upload_file:81 - 生成唯一文件名: 20250717133734_5.jpg
2025-07-17 13:37:34 | DEBUG | app.integrations.cos:upload_file:88 - 对象键: images/20250717133734_5.jpg
2025-07-17 13:37:34 | DEBUG | app.integrations.cos:upload_file:95 - 开始上传到COS: Bucket=hui-ai-lawyer-1309488351, Key=images/20250717133734_5.jpg, disposition=inline
2025-07-17 13:37:34 | DEBUG | app.integrations.cos:upload_file:105 - COS上传成功: images/20250717133734_5.jpg
2025-07-17 13:37:34 | DEBUG | app.integrations.cos:upload_file:109 - 生成文件URL: https://hui-ai-lawyer-1309488351.cos.ap-guangzhou.myqcloud.com/images/20250717133734_5.jpg
2025-07-17 13:37:34 | DEBUG | app.evidences.services:upload_file:74 - 文件上传成功: 5.jpg, URL: https://hui-ai-lawyer-1309488351.cos.ap-guangzhou.myqcloud.com/images/20250717133734_5.jpg
2025-07-17 13:37:34 | DEBUG | app.evidences.services:batch_create:198 - 文件上传成功: 5.jpg, URL: https://hui-ai-lawyer-1309488351.cos.ap-guangzhou.myqcloud.com/images/20250717133734_5.jpg
2025-07-17 13:37:34 | DEBUG | app.evidences.services:batch_create:210 - 证据对象创建成功: 5.jpg
2025-07-17 13:37:34 | DEBUG | app.evidences.services:batch_create:194 - 处理第2个文件: 发票.png, 大小: 181542
2025-07-17 13:37:34 | DEBUG | app.evidences.services:upload_file:37 - 开始上传文件: 发票.png
2025-07-17 13:37:34 | DEBUG | app.evidences.services:upload_file:42 - 文件扩展名: png
2025-07-17 13:37:34 | DEBUG | app.evidences.services:upload_file:55 - 存储文件夹: images
2025-07-17 13:37:34 | DEBUG | app.evidences.services:upload_file:61 - 文件大小: 181542 字节
2025-07-17 13:37:34 | DEBUG | app.evidences.services:upload_file:72 - 开始上传文件到COS: 发票.png, disposition=inline
2025-07-17 13:37:34 | DEBUG | app.integrations.cos:upload_file:39 - COS服务开始上传文件: 发票.png, 文件夹: images
2025-07-17 13:37:34 | DEBUG | app.integrations.cos:upload_file:57 - 文件大小: 181542 字节
2025-07-17 13:37:34 | DEBUG | app.integrations.cos:upload_file:81 - 生成唯一文件名: 20250717133734_发票.png
2025-07-17 13:37:34 | DEBUG | app.integrations.cos:upload_file:88 - 对象键: images/20250717133734_发票.png
2025-07-17 13:37:34 | DEBUG | app.integrations.cos:upload_file:95 - 开始上传到COS: Bucket=hui-ai-lawyer-1309488351, Key=images/20250717133734_发票.png, disposition=inline
2025-07-17 13:37:34 | DEBUG | app.integrations.cos:upload_file:105 - COS上传成功: images/20250717133734_发票.png
2025-07-17 13:37:34 | DEBUG | app.integrations.cos:upload_file:109 - 生成文件URL: https://hui-ai-lawyer-1309488351.cos.ap-guangzhou.myqcloud.com/images/20250717133734_发票.png
2025-07-17 13:37:34 | DEBUG | app.evidences.services:upload_file:74 - 文件上传成功: 发票.png, URL: https://hui-ai-lawyer-1309488351.cos.ap-guangzhou.myqcloud.com/images/20250717133734_发票.png
2025-07-17 13:37:34 | DEBUG | app.evidences.services:batch_create:198 - 文件上传成功: 发票.png, URL: https://hui-ai-lawyer-1309488351.cos.ap-guangzhou.myqcloud.com/images/20250717133734_发票.png
2025-07-17 13:37:34 | DEBUG | app.evidences.services:batch_create:210 - 证据对象创建成功: 发票.png
2025-07-17 13:37:34 | INFO | app.evidences.services:batch_create:222 - 成功提交2个证据到数据库
2025-07-17 13:37:34 | INFO | app.evidences.routers:batch_create_evidences:172 - 批量创建证据成功: 成功数量=2
2025-07-17 13:37:34 | INFO | app.core.middleware:dispatch:63 - 完成请求: POST http://127.0.0.1:8000/api/v1/evidences/batch - 状态码: 201 - 耗时: 0.7678秒
2025-07-17 13:37:34 | INFO | app.core.middleware:dispatch:55 - 开始请求: GET http://127.0.0.1:8000/api/v1/evidences/with-cases?skip=0&limit=20
2025-07-17 13:37:34 | INFO | app.core.middleware:dispatch:63 - 完成请求: GET http://127.0.0.1:8000/api/v1/evidences/with-cases?skip=0&limit=20 - 状态码: 200 - 耗时: 0.0947秒
2025-07-17 13:37:57 | INFO | app.core.middleware:dispatch:55 - 开始请求: GET http://127.0.0.1:8000/api/v1/cases?skip=0&limit=100
2025-07-17 13:37:57 | INFO | app.core.middleware:dispatch:63 - 完成请求: GET http://127.0.0.1:8000/api/v1/cases?skip=0&limit=100 - 状态码: 307 - 耗时: 0.0095秒
2025-07-17 13:37:57 | INFO | app.core.middleware:dispatch:55 - 开始请求: GET http://127.0.0.1:8000/api/v1/cases/?skip=0&limit=100
2025-07-17 13:37:58 | INFO | app.core.middleware:dispatch:63 - 完成请求: GET http://127.0.0.1:8000/api/v1/cases/?skip=0&limit=100 - 状态码: 200 - 耗时: 0.2002秒
2025-07-17 13:38:40 | INFO | app.core.middleware:dispatch:55 - 开始请求: GET http://127.0.0.1:8000/api/v1/staffs/me
2025-07-17 13:38:40 | INFO | app.core.middleware:dispatch:63 - 完成请求: GET http://127.0.0.1:8000/api/v1/staffs/me - 状态码: 200 - 耗时: 0.3830秒
2025-07-17 13:38:42 | INFO | app.core.middleware:dispatch:55 - 开始请求: GET http://127.0.0.1:8000/api/v1/staffs/me
2025-07-17 13:38:43 | INFO | app.core.middleware:dispatch:63 - 完成请求: GET http://127.0.0.1:8000/api/v1/staffs/me - 状态码: 200 - 耗时: 0.2331秒
2025-07-17 13:38:48 | INFO | app.core.middleware:dispatch:55 - 开始请求: OPTIONS http://127.0.0.1:8000/api/v1/users?skip=0&limit=20
2025-07-17 13:38:48 | INFO | app.core.middleware:dispatch:55 - 开始请求: OPTIONS http://127.0.0.1:8000/api/v1/users?skip=0&limit=20
2025-07-17 13:38:48 | INFO | app.core.middleware:dispatch:63 - 完成请求: OPTIONS http://127.0.0.1:8000/api/v1/users?skip=0&limit=20 - 状态码: 200 - 耗时: 0.0019秒
2025-07-17 13:38:48 | INFO | app.core.middleware:dispatch:63 - 完成请求: OPTIONS http://127.0.0.1:8000/api/v1/users?skip=0&limit=20 - 状态码: 200 - 耗时: 0.0012秒
2025-07-17 13:38:48 | INFO | app.core.middleware:dispatch:55 - 开始请求: GET http://127.0.0.1:8000/api/v1/users?skip=0&limit=20
2025-07-17 13:38:48 | INFO | app.core.middleware:dispatch:63 - 完成请求: GET http://127.0.0.1:8000/api/v1/users?skip=0&limit=20 - 状态码: 307 - 耗时: 0.0011秒
2025-07-17 13:38:48 | INFO | app.core.middleware:dispatch:55 - 开始请求: GET http://127.0.0.1:8000/api/v1/users?skip=0&limit=20
2025-07-17 13:38:48 | INFO | app.core.middleware:dispatch:63 - 完成请求: GET http://127.0.0.1:8000/api/v1/users?skip=0&limit=20 - 状态码: 307 - 耗时: 0.0007秒
2025-07-17 13:38:48 | INFO | app.core.middleware:dispatch:55 - 开始请求: OPTIONS http://127.0.0.1:8000/api/v1/users/?skip=0&limit=20
2025-07-17 13:38:48 | INFO | app.core.middleware:dispatch:55 - 开始请求: OPTIONS http://127.0.0.1:8000/api/v1/users/?skip=0&limit=20
2025-07-17 13:38:48 | INFO | app.core.middleware:dispatch:63 - 完成请求: OPTIONS http://127.0.0.1:8000/api/v1/users/?skip=0&limit=20 - 状态码: 200 - 耗时: 0.0007秒
2025-07-17 13:38:48 | INFO | app.core.middleware:dispatch:63 - 完成请求: OPTIONS http://127.0.0.1:8000/api/v1/users/?skip=0&limit=20 - 状态码: 200 - 耗时: 0.0005秒
2025-07-17 13:38:48 | INFO | app.core.middleware:dispatch:55 - 开始请求: GET http://127.0.0.1:8000/api/v1/users/?skip=0&limit=20
2025-07-17 13:38:48 | INFO | app.core.middleware:dispatch:63 - 完成请求: GET http://127.0.0.1:8000/api/v1/users/?skip=0&limit=20 - 状态码: 200 - 耗时: 0.1562秒
2025-07-17 13:38:48 | INFO | app.core.middleware:dispatch:55 - 开始请求: GET http://127.0.0.1:8000/api/v1/users/?skip=0&limit=20
2025-07-17 13:38:48 | INFO | app.core.middleware:dispatch:63 - 完成请求: GET http://127.0.0.1:8000/api/v1/users/?skip=0&limit=20 - 状态码: 200 - 耗时: 0.0504秒
2025-07-17 13:38:51 | INFO | app.core.middleware:dispatch:55 - 开始请求: GET http://127.0.0.1:8000/api/v1/evidences/with-cases?skip=0&limit=20
2025-07-17 13:38:51 | INFO | app.core.middleware:dispatch:63 - 完成请求: GET http://127.0.0.1:8000/api/v1/evidences/with-cases?skip=0&limit=20 - 状态码: 200 - 耗时: 0.1326秒
2025-07-17 13:38:51 | INFO | app.core.middleware:dispatch:55 - 开始请求: GET http://127.0.0.1:8000/api/v1/evidences/with-cases?skip=0&limit=20
2025-07-17 13:38:51 | INFO | app.core.middleware:dispatch:63 - 完成请求: GET http://127.0.0.1:8000/api/v1/evidences/with-cases?skip=0&limit=20 - 状态码: 200 - 耗时: 0.0907秒
2025-07-17 13:38:52 | INFO | app.core.middleware:dispatch:55 - 开始请求: GET http://127.0.0.1:8000/api/v1/cases?skip=0&limit=100
2025-07-17 13:38:52 | INFO | app.core.middleware:dispatch:63 - 完成请求: GET http://127.0.0.1:8000/api/v1/cases?skip=0&limit=100 - 状态码: 307 - 耗时: 0.0006秒
2025-07-17 13:38:52 | INFO | app.core.middleware:dispatch:55 - 开始请求: GET http://127.0.0.1:8000/api/v1/cases/?skip=0&limit=100
2025-07-17 13:38:52 | INFO | app.core.middleware:dispatch:63 - 完成请求: GET http://127.0.0.1:8000/api/v1/cases/?skip=0&limit=100 - 状态码: 200 - 耗时: 0.1073秒
2025-07-17 13:38:59 | INFO | app.core.middleware:dispatch:55 - 开始请求: POST http://127.0.0.1:8000/api/v1/evidences/batch
2025-07-17 13:38:59 | INFO | app.evidences.routers:batch_create_evidences:106 - 接收批量创建证据请求: 案件ID=3, 文件数量=2
2025-07-17 13:38:59 | DEBUG | app.evidences.routers:batch_create_evidences:117 - 文件1: 名称=1.jpg, 内容类型=image/jpeg, 大小=5558278
2025-07-17 13:38:59 | DEBUG | app.evidences.routers:batch_create_evidences:117 - 文件2: 名称=2.png, 内容类型=image/png, 大小=814248
2025-07-17 13:38:59 | DEBUG | app.evidences.routers:batch_create_evidences:129 - 案件存在: ID=3, 名称=王伟 vs 李贞贞
2025-07-17 13:38:59 | INFO | app.evidences.routers:batch_create_evidences:133 - 开始批量创建证据: 案件ID=3, 文件数量=2
2025-07-17 13:38:59 | INFO | app.evidences.services:batch_create:189 - 开始批量创建证据: 案件ID=3, 文件数量=2
2025-07-17 13:38:59 | DEBUG | app.evidences.services:batch_create:194 - 处理第1个文件: 1.jpg, 大小: 5558278
2025-07-17 13:38:59 | DEBUG | app.evidences.services:upload_file:37 - 开始上传文件: 1.jpg
2025-07-17 13:38:59 | DEBUG | app.evidences.services:upload_file:42 - 文件扩展名: jpg
2025-07-17 13:38:59 | DEBUG | app.evidences.services:upload_file:55 - 存储文件夹: images
2025-07-17 13:38:59 | DEBUG | app.evidences.services:upload_file:61 - 文件大小: 5558278 字节
2025-07-17 13:38:59 | DEBUG | app.evidences.services:upload_file:72 - 开始上传文件到COS: 1.jpg, disposition=inline
2025-07-17 13:38:59 | DEBUG | app.integrations.cos:upload_file:39 - COS服务开始上传文件: 1.jpg, 文件夹: images
2025-07-17 13:38:59 | DEBUG | app.integrations.cos:upload_file:57 - 文件大小: 5558278 字节
2025-07-17 13:38:59 | DEBUG | app.integrations.cos:upload_file:81 - 生成唯一文件名: 20250717133859_1.jpg
2025-07-17 13:38:59 | DEBUG | app.integrations.cos:upload_file:88 - 对象键: images/20250717133859_1.jpg
2025-07-17 13:38:59 | DEBUG | app.integrations.cos:upload_file:95 - 开始上传到COS: Bucket=hui-ai-lawyer-1309488351, Key=images/20250717133859_1.jpg, disposition=inline
2025-07-17 13:39:01 | DEBUG | app.integrations.cos:upload_file:105 - COS上传成功: images/20250717133859_1.jpg
2025-07-17 13:39:01 | DEBUG | app.integrations.cos:upload_file:109 - 生成文件URL: https://hui-ai-lawyer-1309488351.cos.ap-guangzhou.myqcloud.com/images/20250717133859_1.jpg
2025-07-17 13:39:01 | DEBUG | app.evidences.services:upload_file:74 - 文件上传成功: 1.jpg, URL: https://hui-ai-lawyer-1309488351.cos.ap-guangzhou.myqcloud.com/images/20250717133859_1.jpg
2025-07-17 13:39:01 | DEBUG | app.evidences.services:batch_create:198 - 文件上传成功: 1.jpg, URL: https://hui-ai-lawyer-1309488351.cos.ap-guangzhou.myqcloud.com/images/20250717133859_1.jpg
2025-07-17 13:39:01 | DEBUG | app.evidences.services:batch_create:210 - 证据对象创建成功: 1.jpg
2025-07-17 13:39:01 | DEBUG | app.evidences.services:batch_create:194 - 处理第2个文件: 2.png, 大小: 814248
2025-07-17 13:39:01 | DEBUG | app.evidences.services:upload_file:37 - 开始上传文件: 2.png
2025-07-17 13:39:01 | DEBUG | app.evidences.services:upload_file:42 - 文件扩展名: png
2025-07-17 13:39:01 | DEBUG | app.evidences.services:upload_file:55 - 存储文件夹: images
2025-07-17 13:39:01 | DEBUG | app.evidences.services:upload_file:61 - 文件大小: 814248 字节
2025-07-17 13:39:01 | DEBUG | app.evidences.services:upload_file:72 - 开始上传文件到COS: 2.png, disposition=inline
2025-07-17 13:39:01 | DEBUG | app.integrations.cos:upload_file:39 - COS服务开始上传文件: 2.png, 文件夹: images
2025-07-17 13:39:01 | DEBUG | app.integrations.cos:upload_file:57 - 文件大小: 814248 字节
2025-07-17 13:39:01 | DEBUG | app.integrations.cos:upload_file:81 - 生成唯一文件名: 20250717133901_2.png
2025-07-17 13:39:01 | DEBUG | app.integrations.cos:upload_file:88 - 对象键: images/20250717133901_2.png
2025-07-17 13:39:01 | DEBUG | app.integrations.cos:upload_file:95 - 开始上传到COS: Bucket=hui-ai-lawyer-1309488351, Key=images/20250717133901_2.png, disposition=inline
2025-07-17 13:39:01 | DEBUG | app.integrations.cos:upload_file:105 - COS上传成功: images/20250717133901_2.png
2025-07-17 13:39:01 | DEBUG | app.integrations.cos:upload_file:109 - 生成文件URL: https://hui-ai-lawyer-1309488351.cos.ap-guangzhou.myqcloud.com/images/20250717133901_2.png
2025-07-17 13:39:01 | DEBUG | app.evidences.services:upload_file:74 - 文件上传成功: 2.png, URL: https://hui-ai-lawyer-1309488351.cos.ap-guangzhou.myqcloud.com/images/20250717133901_2.png
2025-07-17 13:39:01 | DEBUG | app.evidences.services:batch_create:198 - 文件上传成功: 2.png, URL: https://hui-ai-lawyer-1309488351.cos.ap-guangzhou.myqcloud.com/images/20250717133901_2.png
2025-07-17 13:39:01 | DEBUG | app.evidences.services:batch_create:210 - 证据对象创建成功: 2.png
2025-07-17 13:39:01 | INFO | app.evidences.services:batch_create:222 - 成功提交2个证据到数据库
2025-07-17 13:39:01 | INFO | app.evidences.routers:batch_create_evidences:172 - 批量创建证据成功: 成功数量=2
2025-07-17 13:39:01 | INFO | app.core.middleware:dispatch:63 - 完成请求: POST http://127.0.0.1:8000/api/v1/evidences/batch - 状态码: 201 - 耗时: 2.0387秒
2025-07-17 13:39:01 | INFO | app.core.middleware:dispatch:55 - 开始请求: GET http://127.0.0.1:8000/api/v1/evidences/with-cases?skip=0&limit=20
2025-07-17 13:39:01 | INFO | app.core.middleware:dispatch:63 - 完成请求: GET http://127.0.0.1:8000/api/v1/evidences/with-cases?skip=0&limit=20 - 状态码: 200 - 耗时: 0.0532秒
2025-07-17 13:42:01 | INFO | app.core.middleware:dispatch:55 - 开始请求: GET http://127.0.0.1:8000/api/v1/cases?skip=0&limit=100
