2025-07-10 01:58:17 | INFO | app.core.middleware:dispatch:11 - 开始请求: GET http://127.0.0.1:8000/docs
2025-07-10 02:01:44 | INFO | app.core.middleware:dispatch:11 - 开始请求: GET http://127.0.0.1:8000/api/v1/evidences/with-cases?skip=0&limit=100
2025-07-10 02:01:44 | INFO | app.core.middleware:dispatch:19 - 完成请求: GET http://127.0.0.1:8000/api/v1/evidences/with-cases?skip=0&limit=100 - 状态码: 200 - 耗时: 0.0691秒
2025-07-10 02:01:55 | INFO | app.core.middleware:dispatch:11 - 开始请求: GET http://127.0.0.1:8000/api/v1/staff/me
2025-07-10 02:01:55 | INFO | app.core.middleware:dispatch:19 - 完成请求: GET http://127.0.0.1:8000/api/v1/staff/me - 状态码: 200 - 耗时: 0.2485秒
2025-07-10 02:02:12 | INFO | app.core.middleware:dispatch:11 - 开始请求: GET http://127.0.0.1:8000/api/v1/staff?skip=0&limit=100
2025-07-10 02:02:13 | INFO | app.core.middleware:dispatch:19 - 完成请求: GET http://127.0.0.1:8000/api/v1/staff?skip=0&limit=100 - 状态码: 200 - 耗时: 0.1077秒
2025-07-10 03:32:39 | INFO | app.core.middleware:dispatch:11 - 开始请求: GET http://127.0.0.1:8000/docs
2025-07-10 03:32:39 | INFO | app.core.middleware:dispatch:19 - 完成请求: GET http://127.0.0.1:8000/docs - 状态码: 200 - 耗时: 0.0142秒
2025-07-10 03:32:40 | INFO | app.core.middleware:dispatch:11 - 开始请求: GET http://127.0.0.1:8000/openapi.json
2025-07-10 03:32:40 | INFO | app.core.middleware:dispatch:19 - 完成请求: GET http://127.0.0.1:8000/openapi.json - 状态码: 200 - 耗时: 0.1717秒
2025-07-10 03:38:57 | INFO | app.core.middleware:dispatch:11 - 开始请求: GET http://127.0.0.1:8000/docs
2025-07-10 03:38:57 | INFO | app.core.middleware:dispatch:19 - 完成请求: GET http://127.0.0.1:8000/docs - 状态码: 200 - 耗时: 0.0243秒
2025-07-10 03:38:58 | INFO | app.core.middleware:dispatch:11 - 开始请求: GET http://127.0.0.1:8000/openapi.json
2025-07-10 03:38:58 | INFO | app.core.middleware:dispatch:19 - 完成请求: GET http://127.0.0.1:8000/openapi.json - 状态码: 200 - 耗时: 0.1451秒
2025-07-10 03:39:05 | INFO | app.core.middleware:dispatch:11 - 开始请求: POST http://127.0.0.1:8000/api/v1/login/access-token
2025-07-10 03:39:05 | INFO | app.core.middleware:dispatch:19 - 完成请求: POST http://127.0.0.1:8000/api/v1/login/access-token - 状态码: 404 - 耗时: 0.0239秒
2025-07-10 03:44:01 | INFO | app.core.middleware:dispatch:11 - 开始请求: GET http://127.0.0.1:8000/docs
2025-07-10 03:44:01 | INFO | app.core.middleware:dispatch:19 - 完成请求: GET http://127.0.0.1:8000/docs - 状态码: 200 - 耗时: 0.0083秒
2025-07-10 03:44:02 | INFO | app.core.middleware:dispatch:11 - 开始请求: GET http://127.0.0.1:8000/openapi.json
2025-07-10 03:44:02 | INFO | app.core.middleware:dispatch:19 - 完成请求: GET http://127.0.0.1:8000/openapi.json - 状态码: 200 - 耗时: 0.1179秒
2025-07-10 03:44:19 | INFO | app.core.middleware:dispatch:11 - 开始请求: POST http://127.0.0.1:8000/api/v1/login/access-token
2025-07-10 03:44:19 | INFO | app.core.middleware:dispatch:19 - 完成请求: POST http://127.0.0.1:8000/api/v1/login/access-token - 状态码: 200 - 耗时: 0.4909秒
2025-07-10 03:44:24 | INFO | app.core.middleware:dispatch:11 - 开始请求: GET http://127.0.0.1:8000/api/v1/staffs/me
2025-07-10 03:44:25 | INFO | app.core.middleware:dispatch:19 - 完成请求: GET http://127.0.0.1:8000/api/v1/staffs/me - 状态码: 200 - 耗时: 0.2801秒
2025-07-10 03:44:31 | INFO | app.core.middleware:dispatch:11 - 开始请求: GET http://127.0.0.1:8000/api/v1/staffs/?skip=0&limit=100
2025-07-10 03:44:31 | INFO | app.core.middleware:dispatch:19 - 完成请求: GET http://127.0.0.1:8000/api/v1/staffs/?skip=0&limit=100 - 状态码: 200 - 耗时: 0.1761秒
2025-07-10 03:44:56 | INFO | app.core.middleware:dispatch:11 - 开始请求: POST http://127.0.0.1:8000/api/v1/staffs/
2025-07-10 03:44:57 | INFO | app.core.middleware:dispatch:19 - 完成请求: POST http://127.0.0.1:8000/api/v1/staffs/ - 状态码: 201 - 耗时: 0.8707秒
2025-07-10 03:45:04 | INFO | app.core.middleware:dispatch:11 - 开始请求: GET http://127.0.0.1:8000/api/v1/staffs/?skip=0&limit=100
2025-07-10 03:45:04 | INFO | app.core.middleware:dispatch:19 - 完成请求: GET http://127.0.0.1:8000/api/v1/staffs/?skip=0&limit=100 - 状态码: 200 - 耗时: 0.1299秒
2025-07-10 03:45:23 | INFO | app.core.middleware:dispatch:11 - 开始请求: POST http://127.0.0.1:8000/api/v1/users/
2025-07-10 03:45:23 | INFO | app.core.middleware:dispatch:19 - 完成请求: POST http://127.0.0.1:8000/api/v1/users/ - 状态码: 201 - 耗时: 0.1535秒
2025-07-10 03:45:38 | INFO | app.core.middleware:dispatch:11 - 开始请求: GET http://127.0.0.1:8000/api/v1/cases/?skip=0&limit=100
2025-07-10 03:45:39 | INFO | app.core.middleware:dispatch:19 - 完成请求: GET http://127.0.0.1:8000/api/v1/cases/?skip=0&limit=100 - 状态码: 200 - 耗时: 0.1539秒
2025-07-10 03:46:47 | INFO | app.core.middleware:dispatch:11 - 开始请求: POST http://127.0.0.1:8000/api/v1/cases/
2025-07-10 03:46:47 | INFO | app.core.middleware:dispatch:19 - 完成请求: POST http://127.0.0.1:8000/api/v1/cases/ - 状态码: 201 - 耗时: 0.2607秒
2025-07-10 03:47:02 | INFO | app.core.middleware:dispatch:11 - 开始请求: GET http://127.0.0.1:8000/api/v1/cases/with-users?skip=0&limit=100
2025-07-10 03:47:02 | INFO | app.core.middleware:dispatch:19 - 完成请求: GET http://127.0.0.1:8000/api/v1/cases/with-users?skip=0&limit=100 - 状态码: 200 - 耗时: 0.1947秒
2025-07-10 03:47:43 | INFO | app.core.middleware:dispatch:11 - 开始请求: POST http://127.0.0.1:8000/api/v1/evidences/?disposition=inline
2025-07-10 03:47:43 | INFO | app.core.middleware:dispatch:19 - 完成请求: POST http://127.0.0.1:8000/api/v1/evidences/?disposition=inline - 状态码: 422 - 耗时: 0.1653秒
2025-07-10 03:48:05 | INFO | app.core.middleware:dispatch:11 - 开始请求: GET http://127.0.0.1:8000/api/v1/evidences/?skip=0&limit=100
2025-07-10 03:48:05 | INFO | app.core.middleware:dispatch:19 - 完成请求: GET http://127.0.0.1:8000/api/v1/evidences/?skip=0&limit=100 - 状态码: 200 - 耗时: 0.1246秒
2025-07-10 03:48:26 | INFO | app.core.middleware:dispatch:11 - 开始请求: POST http://127.0.0.1:8000/api/v1/evidences/batch
2025-07-10 03:48:26 | INFO | app.evidences.routers:batch_create_evidences:124 - 接收批量创建证据请求: 案件ID=1, 文件数量=2
2025-07-10 03:48:26 | DEBUG | app.evidences.routers:batch_create_evidences:135 - 文件1: 名称=身份证正面.png, 内容类型=image/png, 大小=347913
2025-07-10 03:48:26 | DEBUG | app.evidences.routers:batch_create_evidences:135 - 文件2: 名称=银行卡.jpg, 内容类型=image/jpeg, 大小=488408
2025-07-10 03:48:26 | DEBUG | app.evidences.routers:batch_create_evidences:158 - 案件存在: ID=1, 名称=李明vs王莉
2025-07-10 03:48:26 | INFO | app.evidences.routers:batch_create_evidences:162 - 开始批量创建证据: 案件ID=1, 文件数量=2
2025-07-10 03:48:26 | INFO | app.evidences.services:batch_create:185 - 开始批量创建证据: 案件ID=1, 文件数量=2
2025-07-10 03:48:26 | DEBUG | app.evidences.services:batch_create:190 - 处理第1个文件: 身份证正面.png, 大小: 347913
2025-07-10 03:48:26 | DEBUG | app.evidences.services:upload_file:37 - 开始上传文件: 身份证正面.png
2025-07-10 03:48:26 | DEBUG | app.evidences.services:upload_file:42 - 文件扩展名: png
2025-07-10 03:48:26 | DEBUG | app.evidences.services:upload_file:55 - 存储文件夹: images
2025-07-10 03:48:26 | DEBUG | app.evidences.services:upload_file:61 - 文件大小: 347913 字节
2025-07-10 03:48:26 | DEBUG | app.evidences.services:upload_file:72 - 开始上传文件到COS: 身份证正面.png, disposition=inline
2025-07-10 03:48:26 | DEBUG | app.integrations.cos:upload_file:39 - COS服务开始上传文件: 身份证正面.png, 文件夹: images
2025-07-10 03:48:26 | DEBUG | app.integrations.cos:upload_file:57 - 文件大小: 347913 字节
2025-07-10 03:48:26 | DEBUG | app.integrations.cos:upload_file:81 - 生成唯一文件名: 20250710034826_身份证正面.png
2025-07-10 03:48:26 | DEBUG | app.integrations.cos:upload_file:88 - 对象键: images/20250710034826_身份证正面.png
2025-07-10 03:48:26 | DEBUG | app.integrations.cos:upload_file:95 - 开始上传到COS: Bucket=hui-ai-lawyer-1309488351, Key=images/20250710034826_身份证正面.png, disposition=inline
2025-07-10 03:48:29 | DEBUG | app.integrations.cos:upload_file:105 - COS上传成功: images/20250710034826_身份证正面.png
2025-07-10 03:48:29 | DEBUG | app.integrations.cos:upload_file:109 - 生成文件URL: https://hui-ai-lawyer-1309488351.cos.ap-guangzhou.myqcloud.com/images/20250710034826_身份证正面.png
2025-07-10 03:48:29 | DEBUG | app.evidences.services:upload_file:74 - 文件上传成功: 身份证正面.png, URL: https://hui-ai-lawyer-1309488351.cos.ap-guangzhou.myqcloud.com/images/20250710034826_身份证正面.png
2025-07-10 03:48:29 | DEBUG | app.evidences.services:batch_create:194 - 文件上传成功: 身份证正面.png, URL: https://hui-ai-lawyer-1309488351.cos.ap-guangzhou.myqcloud.com/images/20250710034826_身份证正面.png
2025-07-10 03:48:29 | DEBUG | app.evidences.services:batch_create:208 - 证据对象创建成功: 身份证正面.png
2025-07-10 03:48:29 | DEBUG | app.evidences.services:batch_create:190 - 处理第2个文件: 银行卡.jpg, 大小: 488408
2025-07-10 03:48:29 | DEBUG | app.evidences.services:upload_file:37 - 开始上传文件: 银行卡.jpg
2025-07-10 03:48:29 | DEBUG | app.evidences.services:upload_file:42 - 文件扩展名: jpg
2025-07-10 03:48:29 | DEBUG | app.evidences.services:upload_file:55 - 存储文件夹: images
2025-07-10 03:48:29 | DEBUG | app.evidences.services:upload_file:61 - 文件大小: 488408 字节
2025-07-10 03:48:29 | DEBUG | app.evidences.services:upload_file:72 - 开始上传文件到COS: 银行卡.jpg, disposition=inline
2025-07-10 03:48:29 | DEBUG | app.integrations.cos:upload_file:39 - COS服务开始上传文件: 银行卡.jpg, 文件夹: images
2025-07-10 03:48:29 | DEBUG | app.integrations.cos:upload_file:57 - 文件大小: 488408 字节
2025-07-10 03:48:29 | DEBUG | app.integrations.cos:upload_file:81 - 生成唯一文件名: 20250710034829_银行卡.jpg
2025-07-10 03:48:29 | DEBUG | app.integrations.cos:upload_file:88 - 对象键: images/20250710034829_银行卡.jpg
2025-07-10 03:48:29 | DEBUG | app.integrations.cos:upload_file:95 - 开始上传到COS: Bucket=hui-ai-lawyer-1309488351, Key=images/20250710034829_银行卡.jpg, disposition=inline
2025-07-10 03:48:30 | DEBUG | app.integrations.cos:upload_file:105 - COS上传成功: images/20250710034829_银行卡.jpg
2025-07-10 03:48:30 | DEBUG | app.integrations.cos:upload_file:109 - 生成文件URL: https://hui-ai-lawyer-1309488351.cos.ap-guangzhou.myqcloud.com/images/20250710034829_银行卡.jpg
2025-07-10 03:48:30 | DEBUG | app.evidences.services:upload_file:74 - 文件上传成功: 银行卡.jpg, URL: https://hui-ai-lawyer-1309488351.cos.ap-guangzhou.myqcloud.com/images/20250710034829_银行卡.jpg
2025-07-10 03:48:30 | DEBUG | app.evidences.services:batch_create:194 - 文件上传成功: 银行卡.jpg, URL: https://hui-ai-lawyer-1309488351.cos.ap-guangzhou.myqcloud.com/images/20250710034829_银行卡.jpg
2025-07-10 03:48:30 | DEBUG | app.evidences.services:batch_create:208 - 证据对象创建成功: 银行卡.jpg
2025-07-10 03:48:30 | INFO | app.evidences.services:batch_create:220 - 成功提交2个证据到数据库
2025-07-10 03:48:30 | INFO | app.evidences.routers:batch_create_evidences:201 - 批量创建证据成功: 成功数量=2
2025-07-10 03:48:30 | INFO | app.core.middleware:dispatch:19 - 完成请求: POST http://127.0.0.1:8000/api/v1/evidences/batch - 状态码: 201 - 耗时: 4.4180秒
2025-07-10 03:48:46 | INFO | app.core.middleware:dispatch:11 - 开始请求: GET http://127.0.0.1:8000/api/v1/evidences/1/with-case
2025-07-10 03:48:46 | INFO | app.core.middleware:dispatch:19 - 完成请求: GET http://127.0.0.1:8000/api/v1/evidences/1/with-case - 状态码: 200 - 耗时: 0.1737秒
2025-07-10 03:48:54 | INFO | app.core.middleware:dispatch:11 - 开始请求: GET http://127.0.0.1:8000/api/v1/evidences/2/with-case
2025-07-10 03:48:55 | INFO | app.core.middleware:dispatch:19 - 完成请求: GET http://127.0.0.1:8000/api/v1/evidences/2/with-case - 状态码: 200 - 耗时: 0.1651秒
2025-07-10 03:49:08 | INFO | app.core.middleware:dispatch:11 - 开始请求: GET http://127.0.0.1:8000/api/v1/evidences/1
2025-07-10 03:49:08 | INFO | app.core.middleware:dispatch:19 - 完成请求: GET http://127.0.0.1:8000/api/v1/evidences/1 - 状态码: 200 - 耗时: 0.1584秒
2025-07-10 03:49:16 | INFO | app.core.middleware:dispatch:11 - 开始请求: GET http://127.0.0.1:8000/api/v1/evidences/with-cases?skip=0&limit=100
2025-07-10 03:49:17 | INFO | app.core.middleware:dispatch:19 - 完成请求: GET http://127.0.0.1:8000/api/v1/evidences/with-cases?skip=0&limit=100 - 状态码: 200 - 耗时: 0.1693秒
2025-07-10 03:49:29 | INFO | app.core.middleware:dispatch:11 - 开始请求: GET http://127.0.0.1:8000/api/v1/evidences/?skip=0&limit=100
2025-07-10 03:49:29 | INFO | app.core.middleware:dispatch:19 - 完成请求: GET http://127.0.0.1:8000/api/v1/evidences/?skip=0&limit=100 - 状态码: 200 - 耗时: 0.1222秒
2025-07-10 03:50:22 | INFO | app.core.middleware:dispatch:11 - 开始请求: GET http://127.0.0.1:8000/docs
2025-07-10 03:50:22 | INFO | app.core.middleware:dispatch:19 - 完成请求: GET http://127.0.0.1:8000/docs - 状态码: 200 - 耗时: 0.0054秒
2025-07-10 03:50:23 | INFO | app.core.middleware:dispatch:11 - 开始请求: GET http://127.0.0.1:8000/openapi.json
2025-07-10 03:50:23 | INFO | app.core.middleware:dispatch:19 - 完成请求: GET http://127.0.0.1:8000/openapi.json - 状态码: 200 - 耗时: 0.0710秒
2025-07-10 03:58:22 | INFO | app.core.middleware:dispatch:11 - 开始请求: POST http://127.0.0.1:8000/api/v1/evidences/batch
2025-07-10 03:58:22 | INFO | app.core.middleware:dispatch:19 - 完成请求: POST http://127.0.0.1:8000/api/v1/evidences/batch - 状态码: 401 - 耗时: 0.0326秒
2025-07-10 03:58:27 | INFO | app.core.middleware:dispatch:11 - 开始请求: GET http://127.0.0.1:8000/docs
2025-07-10 03:58:27 | INFO | app.core.middleware:dispatch:19 - 完成请求: GET http://127.0.0.1:8000/docs - 状态码: 200 - 耗时: 0.0248秒
2025-07-10 03:58:28 | INFO | app.core.middleware:dispatch:11 - 开始请求: GET http://127.0.0.1:8000/openapi.json
2025-07-10 03:58:28 | INFO | app.core.middleware:dispatch:19 - 完成请求: GET http://127.0.0.1:8000/openapi.json - 状态码: 200 - 耗时: 0.1712秒
2025-07-10 03:58:37 | INFO | app.core.middleware:dispatch:11 - 开始请求: POST http://127.0.0.1:8000/api/v1/login/access-token
2025-07-10 03:58:37 | INFO | app.core.middleware:dispatch:19 - 完成请求: POST http://127.0.0.1:8000/api/v1/login/access-token - 状态码: 200 - 耗时: 0.4630秒
2025-07-10 03:58:57 | INFO | app.core.middleware:dispatch:11 - 开始请求: POST http://127.0.0.1:8000/api/v1/evidences/batch
2025-07-10 03:58:57 | INFO | app.evidences.routers:batch_create_evidences:96 - 接收批量创建证据请求: 案件ID=1, 文件数量=1
2025-07-10 03:58:57 | DEBUG | app.evidences.routers:batch_create_evidences:107 - 文件1: 名称=营业执照.png, 内容类型=image/png, 大小=369499
2025-07-10 03:58:57 | DEBUG | app.evidences.routers:batch_create_evidences:130 - 案件存在: ID=1, 名称=李明vs王莉
2025-07-10 03:58:57 | INFO | app.evidences.routers:batch_create_evidences:134 - 开始批量创建证据: 案件ID=1, 文件数量=1
2025-07-10 03:58:57 | INFO | app.evidences.services:batch_create:185 - 开始批量创建证据: 案件ID=1, 文件数量=1
2025-07-10 03:58:57 | DEBUG | app.evidences.services:batch_create:190 - 处理第1个文件: 营业执照.png, 大小: 369499
2025-07-10 03:58:57 | DEBUG | app.evidences.services:upload_file:37 - 开始上传文件: 营业执照.png
2025-07-10 03:58:57 | DEBUG | app.evidences.services:upload_file:42 - 文件扩展名: png
2025-07-10 03:58:57 | DEBUG | app.evidences.services:upload_file:55 - 存储文件夹: images
2025-07-10 03:58:57 | DEBUG | app.evidences.services:upload_file:61 - 文件大小: 369499 字节
2025-07-10 03:58:57 | DEBUG | app.evidences.services:upload_file:72 - 开始上传文件到COS: 营业执照.png, disposition=inline
2025-07-10 03:58:57 | DEBUG | app.integrations.cos:upload_file:39 - COS服务开始上传文件: 营业执照.png, 文件夹: images
2025-07-10 03:58:57 | DEBUG | app.integrations.cos:upload_file:57 - 文件大小: 369499 字节
2025-07-10 03:58:57 | DEBUG | app.integrations.cos:upload_file:81 - 生成唯一文件名: 20250710035857_营业执照.png
2025-07-10 03:58:57 | DEBUG | app.integrations.cos:upload_file:88 - 对象键: images/20250710035857_营业执照.png
2025-07-10 03:58:57 | DEBUG | app.integrations.cos:upload_file:95 - 开始上传到COS: Bucket=hui-ai-lawyer-1309488351, Key=images/20250710035857_营业执照.png, disposition=inline
2025-07-10 03:59:00 | DEBUG | app.integrations.cos:upload_file:105 - COS上传成功: images/20250710035857_营业执照.png
2025-07-10 03:59:00 | DEBUG | app.integrations.cos:upload_file:109 - 生成文件URL: https://hui-ai-lawyer-1309488351.cos.ap-guangzhou.myqcloud.com/images/20250710035857_营业执照.png
2025-07-10 03:59:00 | DEBUG | app.evidences.services:upload_file:74 - 文件上传成功: 营业执照.png, URL: https://hui-ai-lawyer-1309488351.cos.ap-guangzhou.myqcloud.com/images/20250710035857_营业执照.png
2025-07-10 03:59:00 | DEBUG | app.evidences.services:batch_create:194 - 文件上传成功: 营业执照.png, URL: https://hui-ai-lawyer-1309488351.cos.ap-guangzhou.myqcloud.com/images/20250710035857_营业执照.png
2025-07-10 03:59:00 | DEBUG | app.evidences.services:batch_create:208 - 证据对象创建成功: 营业执照.png
2025-07-10 03:59:00 | INFO | app.evidences.services:batch_create:220 - 成功提交1个证据到数据库
2025-07-10 03:59:00 | INFO | app.evidences.routers:batch_create_evidences:173 - 批量创建证据成功: 成功数量=1
2025-07-10 03:59:00 | INFO | app.core.middleware:dispatch:19 - 完成请求: POST http://127.0.0.1:8000/api/v1/evidences/batch - 状态码: 201 - 耗时: 3.5495秒
2025-07-10 05:54:20 | INFO | app.core.middleware:dispatch:11 - 开始请求: GET http://127.0.0.1:8000/docs
2025-07-10 05:54:20 | INFO | app.core.middleware:dispatch:19 - 完成请求: GET http://127.0.0.1:8000/docs - 状态码: 200 - 耗时: 0.0223秒
2025-07-10 05:54:20 | INFO | app.core.middleware:dispatch:11 - 开始请求: GET http://127.0.0.1:8000/openapi.json
2025-07-10 05:54:21 | INFO | app.core.middleware:dispatch:19 - 完成请求: GET http://127.0.0.1:8000/openapi.json - 状态码: 200 - 耗时: 0.0495秒
2025-07-10 05:54:46 | INFO | app.core.middleware:dispatch:11 - 开始请求: POST http://127.0.0.1:8000/api/v1/login/access-token
2025-07-10 05:54:47 | INFO | app.core.middleware:dispatch:19 - 完成请求: POST http://127.0.0.1:8000/api/v1/login/access-token - 状态码: 200 - 耗时: 1.1604秒
2025-07-10 05:54:50 | INFO | app.core.middleware:dispatch:11 - 开始请求: GET http://127.0.0.1:8000/api/v1/staffs/me
2025-07-10 05:54:51 | INFO | app.core.middleware:dispatch:19 - 完成请求: GET http://127.0.0.1:8000/api/v1/staffs/me - 状态码: 200 - 耗时: 0.4291秒
2025-07-10 05:59:07 | INFO | app.core.middleware:dispatch:11 - 开始请求: POST http://localhost:8000/api/v1/login/access-token
2025-07-10 05:59:07 | INFO | app.core.middleware:dispatch:19 - 完成请求: POST http://localhost:8000/api/v1/login/access-token - 状态码: 422 - 耗时: 0.1381秒
2025-07-10 05:59:32 | INFO | app.core.middleware:dispatch:11 - 开始请求: POST http://localhost:8000/api/v1/login/access-token
2025-07-10 05:59:32 | INFO | app.core.middleware:dispatch:19 - 完成请求: POST http://localhost:8000/api/v1/login/access-token - 状态码: 200 - 耗时: 0.4876秒
2025-07-10 05:59:44 | INFO | app.core.middleware:dispatch:11 - 开始请求: POST http://localhost:8000/api/v1/login/access-token
2025-07-10 05:59:44 | INFO | app.core.middleware:dispatch:19 - 完成请求: POST http://localhost:8000/api/v1/login/access-token - 状态码: 200 - 耗时: 0.3884秒
2025-07-10 06:00:41 | INFO | app.core.middleware:dispatch:11 - 开始请求: POST http://localhost:8000/api/v1/staffs/me
2025-07-10 06:00:41 | INFO | app.core.middleware:dispatch:19 - 完成请求: POST http://localhost:8000/api/v1/staffs/me - 状态码: 405 - 耗时: 0.0129秒
2025-07-10 06:00:46 | INFO | app.core.middleware:dispatch:11 - 开始请求: GET http://localhost:8000/api/v1/staffs/me
2025-07-10 06:00:46 | INFO | app.core.middleware:dispatch:19 - 完成请求: GET http://localhost:8000/api/v1/staffs/me - 状态码: 200 - 耗时: 0.1043秒
2025-07-10 06:08:22 | INFO | app.core.middleware:dispatch:11 - 开始请求: GET http://localhost:8000/api/v1/staffs/me
2025-07-10 06:08:23 | INFO | app.core.middleware:dispatch:19 - 完成请求: GET http://localhost:8000/api/v1/staffs/me - 状态码: 200 - 耗时: 0.2727秒
2025-07-10 06:09:46 | INFO | app.core.middleware:dispatch:11 - 开始请求: GET http://localhost:8000/api/v1/staffs
2025-07-10 06:09:46 | INFO | app.core.middleware:dispatch:19 - 完成请求: GET http://localhost:8000/api/v1/staffs - 状态码: 307 - 耗时: 0.0129秒
2025-07-10 06:09:46 | INFO | app.core.middleware:dispatch:11 - 开始请求: GET http://localhost:8000/api/v1/staffs/
2025-07-10 06:09:46 | ERROR | app.core.middleware:dispatch:23 - 请求异常: GET http://localhost:8000/api/v1/staffs/ - 错误: name 'func' is not defined
2025-07-10 06:10:31 | INFO | app.core.middleware:dispatch:11 - 开始请求: GET http://localhost:8000/api/v1/staffs
2025-07-10 06:10:31 | INFO | app.core.middleware:dispatch:19 - 完成请求: GET http://localhost:8000/api/v1/staffs - 状态码: 307 - 耗时: 0.0063秒
2025-07-10 06:10:31 | INFO | app.core.middleware:dispatch:11 - 开始请求: GET http://localhost:8000/api/v1/staffs/
2025-07-10 06:10:31 | INFO | app.core.middleware:dispatch:19 - 完成请求: GET http://localhost:8000/api/v1/staffs/ - 状态码: 200 - 耗时: 0.2187秒
2025-07-10 06:15:16 | INFO | app.core.middleware:dispatch:11 - 开始请求: POST http://localhost:8000/api/v1/users
2025-07-10 06:15:16 | INFO | app.core.middleware:dispatch:19 - 完成请求: POST http://localhost:8000/api/v1/users - 状态码: 307 - 耗时: 0.0186秒
2025-07-10 06:15:16 | INFO | app.core.middleware:dispatch:11 - 开始请求: POST http://localhost:8000/api/v1/users/
2025-07-10 06:15:16 | INFO | app.core.middleware:dispatch:19 - 完成请求: POST http://localhost:8000/api/v1/users/ - 状态码: 401 - 耗时: 0.0080秒
2025-07-10 06:15:38 | INFO | app.core.middleware:dispatch:11 - 开始请求: POST http://localhost:8000/api/v1/users
2025-07-10 06:15:38 | INFO | app.core.middleware:dispatch:19 - 完成请求: POST http://localhost:8000/api/v1/users - 状态码: 307 - 耗时: 0.0080秒
2025-07-10 06:15:38 | INFO | app.core.middleware:dispatch:11 - 开始请求: POST http://localhost:8000/api/v1/users/
2025-07-10 06:15:38 | INFO | app.core.middleware:dispatch:19 - 完成请求: POST http://localhost:8000/api/v1/users/ - 状态码: 201 - 耗时: 0.2539秒
2025-07-10 06:15:45 | INFO | app.core.middleware:dispatch:11 - 开始请求: POST http://localhost:8000/api/v1/users
2025-07-10 06:15:45 | INFO | app.core.middleware:dispatch:19 - 完成请求: POST http://localhost:8000/api/v1/users - 状态码: 307 - 耗时: 0.0009秒
2025-07-10 06:15:45 | INFO | app.core.middleware:dispatch:11 - 开始请求: POST http://localhost:8000/api/v1/users/
2025-07-10 06:15:45 | INFO | app.core.middleware:dispatch:19 - 完成请求: POST http://localhost:8000/api/v1/users/ - 状态码: 500 - 耗时: 0.0284秒
2025-07-10 06:16:31 | INFO | app.core.middleware:dispatch:11 - 开始请求: GET http://localhost:8000/api/v1/users
2025-07-10 06:16:31 | INFO | app.core.middleware:dispatch:19 - 完成请求: GET http://localhost:8000/api/v1/users - 状态码: 307 - 耗时: 0.0160秒
2025-07-10 06:16:31 | INFO | app.core.middleware:dispatch:11 - 开始请求: GET http://localhost:8000/api/v1/users/
2025-07-10 06:16:31 | ERROR | app.core.middleware:dispatch:23 - 请求异常: GET http://localhost:8000/api/v1/users/ - 错误: PaginatedSuccess() got an unexpected keyword argument 'data'
2025-07-10 06:18:05 | INFO | app.core.middleware:dispatch:11 - 开始请求: GET http://localhost:8000/api/v1/users
2025-07-10 06:18:05 | INFO | app.core.middleware:dispatch:19 - 完成请求: GET http://localhost:8000/api/v1/users - 状态码: 307 - 耗时: 0.0023秒
2025-07-10 06:18:05 | INFO | app.core.middleware:dispatch:11 - 开始请求: GET http://localhost:8000/api/v1/users/
